3.991926e+002,0.000000e+000
4.001568e+002,0.000000e+000
4.011211e+002,0.000000e+000
4.020853e+002,0.000000e+000
4.030495e+002,0.000000e+000
4.040138e+002,0.000000e+000
4.049780e+002,0.000000e+000
4.059422e+002,0.000000e+000
4.069065e+002,0.000000e+000
4.078707e+002,0.000000e+000
4.088349e+002,0.000000e+000
4.097992e+002,0.000000e+000
4.107634e+002,0.000000e+000
4.117276e+002,0.000000e+000
4.126919e+002,0.000000e+000
4.136561e+002,0.000000e+000
4.146203e+002,0.000000e+000
4.155846e+002,0.000000e+000
4.165488e+002,0.000000e+000
4.175130e+002,0.000000e+000
4.184773e+002,0.000000e+000
4.194415e+002,0.000000e+000
4.204057e+002,0.000000e+000
4.213700e+002,0.000000e+000
4.223342e+002,0.000000e+000
4.232984e+002,0.000000e+000
4.242627e+002,0.000000e+000
4.252269e+002,0.000000e+000
4.261911e+002,0.000000e+000
4.271554e+002,0.000000e+000
4.281196e+002,0.000000e+000
4.290838e+002,0.000000e+000
4.300481e+002,0.000000e+000
4.310123e+002,0.000000e+000
4.319765e+002,0.000000e+000
4.329408e+002,0.000000e+000
4.339050e+002,0.000000e+000
4.348692e+002,0.000000e+000
4.358335e+002,0.000000e+000
4.367977e+002,0.000000e+000
4.377619e+002,0.000000e+000
4.387262e+002,0.000000e+000
4.396904e+002,0.000000e+000
4.406546e+002,0.000000e+000
4.416189e+002,0.000000e+000
4.425831e+002,0.000000e+000
4.435473e+002,0.000000e+000
4.445116e+002,0.000000e+000
4.454758e+002,0.000000e+000
4.464400e+002,0.000000e+000
4.474043e+002,0.000000e+000
4.483685e+002,0.000000e+000
4.493327e+002,0.000000e+000
4.502970e+002,0.000000e+000
4.512612e+002,0.000000e+000
4.522254e+002,0.000000e+000
4.531897e+002,0.000000e+000
4.541539e+002,0.000000e+000
4.551181e+002,0.000000e+000
4.560824e+002,0.000000e+000
4.570466e+002,0.000000e+000
4.580108e+002,0.000000e+000
4.589751e+002,0.000000e+000
4.599393e+002,0.000000e+000
4.609035e+002,0.000000e+000
4.618678e+002,0.000000e+000
4.628320e+002,0.000000e+000
4.637962e+002,0.000000e+000
4.647605e+002,0.000000e+000
4.657247e+002,0.000000e+000
4.666889e+002,0.000000e+000
4.676532e+002,0.000000e+000
4.686174e+002,0.000000e+000
4.695816e+002,0.000000e+000
4.705459e+002,0.000000e+000
4.715101e+002,0.000000e+000
4.724743e+002,0.000000e+000
4.734386e+002,0.000000e+000
4.744028e+002,0.000000e+000
4.753670e+002,0.000000e+000
4.763313e+002,0.000000e+000
4.772955e+002,0.000000e+000
4.782597e+002,0.000000e+000
4.792240e+002,0.000000e+000
4.801882e+002,0.000000e+000
4.811524e+002,0.000000e+000
4.821167e+002,0.000000e+000
4.830809e+002,0.000000e+000
4.840452e+002,0.000000e+000
4.850094e+002,0.000000e+000
4.859736e+002,0.000000e+000
4.869379e+002,0.000000e+000
4.879021e+002,0.000000e+000
4.888663e+002,0.000000e+000
4.898306e+002,0.000000e+000
4.907948e+002,0.000000e+000
4.917590e+002,0.000000e+000
4.927233e+002,0.000000e+000
4.936875e+002,0.000000e+000
4.946517e+002,0.000000e+000
4.956160e+002,0.000000e+000
4.965802e+002,0.000000e+000
4.975444e+002,0.000000e+000
4.985087e+002,0.000000e+000
4.994729e+002,0.000000e+000
5.004371e+002,0.000000e+000
5.014014e+002,0.000000e+000
5.023656e+002,0.000000e+000
5.033298e+002,0.000000e+000
5.042941e+002,0.000000e+000
5.052583e+002,0.000000e+000
5.062225e+002,0.000000e+000
5.071868e+002,0.000000e+000
5.081510e+002,0.000000e+000
5.091152e+002,0.000000e+000
5.100795e+002,0.000000e+000
5.110437e+002,0.000000e+000
5.120079e+002,0.000000e+000
5.129722e+002,0.000000e+000
5.139364e+002,0.000000e+000
5.149006e+002,0.000000e+000
5.158649e+002,0.000000e+000
5.168291e+002,0.000000e+000
5.177933e+002,0.000000e+000
