"wavenumber","absorbance"
948.8057,0.132791810894036
950.7342,0.13396308762326
952.6627,0.135092124255278
954.5911,0.135663858560592
956.5196,0.136603435057047
958.4481,0.137643776400992
960.3765,0.138981433389572
962.305,0.140442087487658
964.2335,0.141798578073544
966.1619,0.143481361448095
968.0904,0.145174997965064
970.0189,0.147450719961765
971.9473,0.149695576955038
973.8758,0.152249526271369
975.8043,0.154534330244614
977.7327,0.157107562952724
979.6612,0.159629016500082
981.5897,0.162332032557319
983.5181,0.164624707571876
985.4466,0.166855056376385
987.3751,0.168562624676274
989.3035,0.170088575856116
991.232,0.170728655700971
993.1605,0.171019977624906
995.0889,0.170885105910313
997.0174,0.169560633675659
998.9459,0.168162399241757
1000.874,0.16621135883511
1002.803,0.164521555493448
1004.731,0.162759325922664
1006.66,0.161401424652857
1008.588,0.160441888925232
1010.517,0.159583734261972
1012.445,0.159020484350858
1014.374,0.158579770115186
1016.302,0.158059251976785
1018.231,0.157005432629702
1020.159,0.156349764652583
1022.087,0.155374170628957
1024.016,0.154637245127937
1025.944,0.154567123966585
1027.873,0.154976975325272
1029.801,0.154091578522848
1031.73,0.153807429286643
1033.658,0.153320536481637
1035.587,0.152484098959116
1037.515,0.151584616014256
1039.444,0.150134296976995
1041.372,0.149382984201527
1043.301,0.149035602948899
1045.229,0.149001082076885
1047.158,0.149029053565461
1049.086,0.149150141311333
1051.015,0.148732720810159
1052.943,0.148318389898259
1054.871,0.14754159963121
1056.8,0.146640901418439
1058.728,0.145254601608462
1060.657,0.14354240187557
1062.585,0.142229268278362
1064.514,0.141742597435082
1066.442,0.141625242099109
1068.371,0.14066634416843
1070.299,0.141146820801365
1072.228,0.142054374981
1074.156,0.143454167980549
1076.085,0.144972292994425
1078.013,0.146897739963503
1079.942,0.148881382010181
1081.87,0.150749299683428
1083.798,0.152865187215361
1085.727,0.155145233018417
1087.655,0.157410041994889
1089.584,0.16034292947414
1091.512,0.163258567059289
1093.441,0.166844406354166
1095.369,0.17091233439036
1097.298,0.174833108097357
1099.226,0.179200532732405
1101.155,0.183253885825251
1103.083,0.187962395268028
1105.012,0.192866372415363
1106.94,0.198457036196985
1108.869,0.20445705646135
1110.797,0.208406394013198
1112.725,0.208549296546658
1114.654,0.20444871161314
1116.582,0.197653940406693
1118.511,0.190820611017577
1120.439,0.185638050670354
1122.368,0.182457568669297
1124.296,0.181213383809721
1126.225,0.181198816388268
1128.153,0.182241587477772
1130.082,0.184036140335855
1132.01,0.186065915489129
1133.939,0.188023323498147
1135.867,0.189641312912258
1137.796,0.190767038104246
1139.724,0.191035305904705
1141.652,0.190378007288323
1143.581,0.1885013374772
1145.509,0.185569998930762
1147.438,0.182033836694897
1149.366,0.178312002798408
1151.295,0.174937634432981
1153.223,0.171886020824266
1155.152,0.169020834341488
1157.08,0.166585633702428
1159.009,0.16468980876227
1160.937,0.163298667780775
1162.866,0.162356268487133
1164.794,0.161585295028314
1166.723,0.161132153181445
1168.651,0.160256177864273
1170.579,0.159207484790676
1172.508,0.157827520768645
1174.436,0.156970521788354
1176.365,0.156745351955792
1178.293,0.157084989959135
1180.222,0.158328750461962
1182.15,0.159852862888556
1184.079,0.162122801453615
1186.007,0.164581121878137
1187.936,0.166822278101164
1189.864,0.168280943739448
1191.793,0.169162308856609
1193.721,0.16917224649723
1195.65,0.168509999636059
1197.578,0.167252290991682
1199.506,0.165491174636819
1201.435,0.163493215153061
1203.363,0.161239413648578
1205.292,0.159070343262321
1207.22,0.15687808395354
1209.149,0.154855492962121
1211.077,0.153045107421554
1213.006,0.152093790164672
1214.934,0.151614478475358
1216.863,0.151534500951973
1218.791,0.151927572974427
1220.72,0.152638308686344
1222.648,0.153513941746044
1224.577,0.154363148786148
1226.505,0.155203961672058
1228.433,0.156018227263597
1230.362,0.156744728896537
1232.29,0.157149095337556
1234.219,0.157806784073293
1236.147,0.158322434619661
1238.076,0.158987791036387
1240.004,0.159672798000497
1241.933,0.160471675422469
1243.861,0.160793235700126
1245.79,0.161286253993068
1247.718,0.1616907138738
1249.647,0.162372363406588
1251.575,0.162942508194347
1253.504,0.163996468865664
1255.432,0.165285372715305
1257.36,0.166531272156943
1259.289,0.167330428055586
1261.217,0.167619031409878
1263.146,0.167399511907028
1265.074,0.166892237842709
1267.003,0.166412057470114
1268.931,0.166008525178128
1270.86,0.166244282083212
1272.788,0.166781021804458
1274.717,0.167808621520788
1276.645,0.169133074277515
1278.574,0.170728720045703
1280.502,0.17199390569525
1282.431,0.171835636414707
1284.359,0.169190327175003
1286.287,0.163961815072455
1288.216,0.15635206788069
1290.144,0.147111644417925
1292.073,0.137523112249748
1294.001,0.12854388436566
1295.93,0.121242106699845
1297.858,0.11560854215329
1299.787,0.111632221533003
1301.715,0.108718009365461
1303.644,0.106142736936375
1305.572,0.103761570379078
1307.501,0.101709275294476
1309.429,0.100008876334637
1311.358,0.0986411908475644
1313.286,0.0975672719335716
1315.214,0.0969777682322782
1317.143,0.0967046945460852
1319.071,0.096746748974576
1321,0.0970189803053608
1322.928,0.0972021742973846
1324.857,0.0974497963500269
1326.785,0.098039070707188
1328.714,0.0987503208435297
1330.642,0.100007509447953
1332.571,0.101987657024431
1334.499,0.104462707080245
1336.428,0.107045844298845
1338.356,0.109682061516775
1340.285,0.111579940991971
1342.213,0.112703194456441
1344.141,0.112807638491212
1346.07,0.112557634055197
1347.998,0.111922771155664
1349.927,0.111256177696228
1351.855,0.110463281693638
1353.784,0.109847857485214
1355.712,0.10914691388946
1357.641,0.108824177501326
1359.569,0.108458305328768
1361.498,0.108219650653429
1363.426,0.108167946422122
1365.355,0.108159143944221
1367.283,0.108012926343894
1369.212,0.107558768235937
1371.14,0.107311099074219
1373.068,0.107586419392026
1374.997,0.10863434283769
1376.925,0.110485293270171
1378.854,0.110025746131444
1380.782,0.106847898175339
1382.711,0.102871478980034
1384.639,0.098490187517772
1386.568,0.0938021651954844
1388.496,0.0894689197624179
1390.425,0.0858205937748252
1392.353,0.0832556713432014
1394.282,0.081551253207507
1396.21,0.0797795425009105
1398.139,0.0792284303632372
1400.067,0.08015728099518
1401.995,0.0821364895101976
1403.924,0.0848430259864539
1405.852,0.088503134654718
1407.781,0.0926509929092022
1409.709,0.0967562456994699
1411.638,0.0996000956383028
1413.566,0.100786237871774
1415.495,0.10049187527898
1417.423,0.10001275831628
1419.352,0.100108944125056
1421.28,0.100229548246652
1423.209,0.101236874136144
1425.137,0.103315580432748
1427.066,0.105969424645498
1428.994,0.108759792886055
1430.922,0.111372733864645
1432.851,0.113341116978445
1434.779,0.114786962998878
1436.708,0.115802868115169
1438.636,0.115237818096503
1440.565,0.114788490339147
1442.493,0.113994997334296
1444.422,0.112690246272281
1446.35,0.110950597793025
1448.279,0.108765204397038
1450.207,0.106808797404604
1452.136,0.104924143827586
1454.064,0.103587661957427
1455.993,0.102192796314187
1457.921,0.0981322616567552
1459.849,0.0952328616545283
1461.778,0.093847712843839
1463.706,0.092021309658245
1465.635,0.0890957414217024
1467.563,0.0821641427005117
1469.492,0.0693472862276748
1471.42,0.0563893579985047
1473.349,0.0476348959994983
1475.277,0.0428224796249716
1477.206,0.0399337375316476
1479.134,0.0381310304831725
1481.063,0.0370023629251097
1482.991,0.036632225197578
1484.92,0.0364705603091946
1486.848,0.0366766439748362
1488.776,0.0372289974957281
1490.705,0.0382612040412486
1492.633,0.0394705752651532
1494.562,0.0409158962010789
1496.49,0.0429429921869335
1498.419,0.0446528450721348
1500.347,0.0470361969582839
1502.276,0.0498456249549711
1504.204,0.0528584712850531
1506.133,0.0559620657609138
1508.061,0.0596941391918452
1509.99,0.0645812143143153
1511.918,0.0708642755114125
1513.847,0.0772951935376223
1515.775,0.0818340460428584
1517.703,0.0830741114215903
1519.632,0.0812634601486961
1521.56,0.0768453888993086
1523.489,0.0717327650700648
1525.417,0.067463378789623
1527.346,0.0641366780847117
1529.274,0.0616693441472981
1531.203,0.0583005297479206
1533.131,0.0538801662427563
1535.06,0.0489815668030169
1536.988,0.0445725195920879
1538.917,0.0414015274838918
1540.845,0.0390337055446152
1542.774,0.0376428361125231
1544.702,0.0367361439021254
1546.63,0.0363760081027686
1548.559,0.0361574172368868
1550.487,0.0359004894107295
1552.416,0.0360870005896814
1554.344,0.036500035335321
